id_lysi,date,volume,method,NO3_N,NH4_N,SO4,NO2_N,Chlorid,Phosphat,Bromid,Lithium,Natrium,Kalium,Magnesium,Calcium,Fluorid
16,2025-10-07,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-10-07,0,FIA,120.31,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-10-07,0,FIA,132.48,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-10-07,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-10-07,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-10-07,0,FIA,139.34,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-10-07,0,FIA,134.47,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-10-07,0,FIA,131.15,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-10-21,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-10-21,0,FIA,116.78,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-10-21,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-10-21,0,FIA,118.63,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-10-21,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-10-21,0,FIA,127.83,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-11-04,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-11-04,15.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-11-04,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-11-04,17.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-11-04,11.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-11-04,10.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-11-04,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-11-04,17.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-11-04,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-11-04,17.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-11-04,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-11-04,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-11-04,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-11-04,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-11-04,12.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-11-04,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-11-04,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-11-04,17.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-11-04,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-11-04,11.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-11-04,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-11-04,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-11-04,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-11-04,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-11-04,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-11-04,18.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-11-04,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-11-04,12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-11-04,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-11-04,15.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-11-04,13.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-11-04,12.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-11-18,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-11-18,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-11-18,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-11-18,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-11-18,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-11-18,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-11-18,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-11-18,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-11-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-11-18,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-11-18,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-11-18,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-11-18,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-11-18,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-11-18,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-11-18,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-11-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-11-18,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-11-18,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-11-18,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-11-18,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-11-18,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-11-18,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-11-18,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-11-18,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-11-18,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-11-18,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-11-18,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-11-18,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-11-18,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-11-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-11-18,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-12-02,9.96,FIA,28.28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-12-02,14.15,FIA,0.39,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-12-02,9.19,FIA,24.46,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-12-02,15.38,FIA,0.32,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-12-02,12.77,FIA,11.67,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-12-02,13.33,FIA,1.39,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-12-02,8.62,FIA,31.52,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-12-02,14.01,FIA,41.35,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-12-02,13.5,FIA,56.11,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-12-02,14.87,FIA,1.71,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-12-02,12.22,FIA,33.02,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-12-02,14.3,FIA,2.56,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-12-02,13.24,FIA,0.03,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-12-02,15.83,FIA,6.98,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-12-02,13.42,FIA,17.65,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-12-02,1.48,FIA,32.39,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-12-02,13.49,FIA,51.59,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-12-02,14.85,FIA,55.93,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-12-02,14.23,FIA,25.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-12-02,14.9,FIA,29.78,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-12-02,13.36,FIA,14.04,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-12-02,13.53,FIA,61.63,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-12-02,13.02,FIA,70.59,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-12-02,14.64,FIA,7.73,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-12-02,14.58,FIA,7.13,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-12-02,14.67,FIA,23.55,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-12-02,11.93,FIA,21.81,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-12-02,13.79,FIA,49.35,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-12-02,12.41,FIA,12.31,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-12-02,15.43,FIA,41.69,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-12-02,13.45,FIA,15.61,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-12-02,12.98,FIA,11.71,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-12-08,3.24,FIA,12.43,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-12-08,4.68,FIA,0.31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-12-08,2.97,FIA,13.34,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-12-08,4.86,FIA,0.2,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-12-08,5.11,FIA,6.29,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-12-08,5.28,FIA,0.91,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-12-08,3.07,FIA,19.4,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-12-08,5.29,FIA,41.24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-12-08,5.15,FIA,33.34,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-12-08,5.62,FIA,0.49,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-12-08,5.21,FIA,17.9,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-12-08,4.9,FIA,0.83,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-12-08,5.36,FIA,0.08,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-12-08,5.56,FIA,7.95,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-12-08,5.55,FIA,4.38,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-12-08,2.72,FIA,15.3,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-12-08,4.79,FIA,26.48,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-12-08,5.44,FIA,29.28,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-12-08,5.16,FIA,8.82,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-12-08,4.88,FIA,19.8,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-12-08,5.54,FIA,5.58,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-12-08,5.18,FIA,49.9,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-12-08,5.11,FIA,43.36,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-12-08,5.68,FIA,2.51,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-12-08,5.15,FIA,9.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-12-08,5.32,FIA,6.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-12-08,4.97,FIA,6.21,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-12-08,4.84,FIA,27.94,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-12-08,4.78,FIA,2.49,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-12-08,5.44,FIA,20.45,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-12-08,5.82,FIA,4.57,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-12-08,5.8,FIA,7.64,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-12-16,2.93,FIA,9.33,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-12-16,3.84,FIA,0.72,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-12-16,1.63,FIA,13.02,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-12-16,4.04,FIA,0.47,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-12-16,4.11,FIA,7.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-12-16,3.54,FIA,1.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-12-16,1.84,FIA,15.92,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-12-16,3.83,FIA,13.57,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-12-16,3.93,FIA,27.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-12-16,3.88,FIA,0.55,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-12-16,3.85,FIA,15.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-12-16,3.98,FIA,0.65,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-12-16,3.88,FIA,0.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-12-16,4.18,FIA,8.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-12-16,3.861,FIA,2.65,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-12-16,22.51,FIA,11.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-12-16,4.18,FIA,19.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-12-16,3.27,FIA,22.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-12-16,4.12,FIA,6.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-12-16,4.15,FIA,16.13,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-12-16,3.96,FIA,3.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-12-16,3.6,FIA,37.13,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-12-16,3.9,FIA,46.89,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-12-16,4.79,FIA,2.28,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-12-16,4.3,FIA,10.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-12-16,4.17,FIA,3.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-12-16,3.79,FIA,5,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-12-16,3.74,FIA,19.21,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-12-16,3.17,FIA,1.25,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-12-16,3.93,FIA,21.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-12-16,3.75,FIA,3.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-12-16,3.4,FIA,7.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-12-23,0.16,FIA,6.13,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-12-23,0.42,FIA,0.02,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-12-23,0.04,FIA,9.21,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-12-23,0.46,FIA,0.15,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-12-23,0.64,FIA,4.89,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-12-23,0.46,FIA,0.83,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-12-23,0,FIA,11.94,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-12-23,0.28,FIA,6.12,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-12-23,0.58,FIA,23.32,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-12-23,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-12-23,0.51,FIA,11.67,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-12-23,0.39,FIA,0.25,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-12-23,0.56,FIA,0.02,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-12-23,0.46,FIA,6.43,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-12-23,0.62,FIA,0.37,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-12-23,0.68,FIA,9.3,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-12-23,0.62,FIA,16.63,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-12-23,0.42,FIA,23.86,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-12-23,0.56,FIA,5.05,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-12-23,0.38,FIA,13.06,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-12-23,0.6,FIA,1.14,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-12-23,0.43,FIA,18.37,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-12-23,0.6,FIA,43.77,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-12-23,0.59,FIA,2.61,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-12-23,0.62,FIA,9.65,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-12-23,0.43,FIA,1.34,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-12-23,0.52,FIA,4.33,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-12-23,0.41,FIA,15.77,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-12-23,0.34,FIA,0.2,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-12-23,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-12-23,0.55,FIA,1.64,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-12-23,0.38,FIA,3.58,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-01-05,0.03,FIA,3.37,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2026-01-05,0.13,FIA,0.05,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2026-01-05,0,FIA,8.27,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-01-05,0.12,FIA,0.16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2026-01-05,0.49,FIA,3.64,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2026-01-05,0.18,FIA,0.46,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
